source,game,period,draw_date,draw,trial,open_no,source_url,source_note,non_official,status_code,parse_ok,error
一定牛/ydniu,排列五,2025088,2025-04-08,22231,63862,,https://m.ydniu.com/kaijiang/pl5/sjh/2025088.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025088,2025-04-08,022,980,,https://www.3d178.cn/kaijiang/2025/2025088.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025088,2025-04-08,022,598,386,https://www.8200.cn/kjh/3d/2025088.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025089,2025-04-09,208,865,,https://www.8200.cn/kjh/p3/2025089.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025089,2025-04-09,20883,70181,,https://m.ydniu.com/kaijiang/pl5/sjh/2025089.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025089,2025-04-09,658,969,,https://www.3d178.cn/kaijiang/2025/2025089.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025089,2025-04-09,658,730,651,https://www.8200.cn/kjh/3d/2025089.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025090,2025-04-10,993,309,,https://www.8200.cn/kjh/p3/2025090.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025090,2025-04-10,99348,73489,,https://m.ydniu.com/kaijiang/pl5/sjh/2025090.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025090,2025-04-10,159,116,,https://www.3d178.cn/kaijiang/2025/2025090.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025090,2025-04-10,159,924,318,https://www.8200.cn/kjh/3d/2025090.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025091,2025-04-11,830,581,,https://www.8200.cn/kjh/p3/2025091.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025091,2025-04-11,83006,65670,,https://m.ydniu.com/kaijiang/pl5/sjh/2025091.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025091,2025-04-11,135,659,,https://www.3d178.cn/kaijiang/2025/2025091.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025091,2025-04-11,135,553,719,https://www.8200.cn/kjh/3d/2025091.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025092,2025-04-12,721,659,,https://www.8200.cn/kjh/p3/2025092.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025092,2025-04-12,72194,14525,,https://m.ydniu.com/kaijiang/pl5/sjh/2025092.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025092,2025-04-12,317,156,,https://www.3d178.cn/kaijiang/2025/2025092.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025092,2025-04-12,317,934,901,https://www.8200.cn/kjh/3d/2025092.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025093,2025-04-13,432,761,,https://www.8200.cn/kjh/p3/2025093.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025093,2025-04-13,43225,71661,,https://m.ydniu.com/kaijiang/pl5/sjh/2025093.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025093,2025-04-13,545,115,,https://www.3d178.cn/kaijiang/2025/2025093.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025093,2025-04-13,545,486,540,https://www.8200.cn/kjh/3d/2025093.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025094,2025-04-14,534,845,,https://www.8200.cn/kjh/p3/2025094.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025094,2025-04-14,53406,31679,,https://m.ydniu.com/kaijiang/pl5/sjh/2025094.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025094,2025-04-14,649,739,,https://www.3d178.cn/kaijiang/2025/2025094.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025094,2025-04-14,649,701,684,https://www.8200.cn/kjh/3d/2025094.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025095,2025-04-15,672,629,,https://www.8200.cn/kjh/p3/2025095.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025095,2025-04-15,67278,36296,,https://m.ydniu.com/kaijiang/pl5/sjh/2025095.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025095,2025-04-15,068,218,,https://www.3d178.cn/kaijiang/2025/2025095.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025095,2025-04-15,068,942,834,https://www.8200.cn/kjh/3d/2025095.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025096,2025-04-16,948,326,,https://www.8200.cn/kjh/p3/2025096.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025096,2025-04-16,94871,55522,,https://m.ydniu.com/kaijiang/pl5/sjh/2025096.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025096,2025-04-16,385,043,,https://www.3d178.cn/kaijiang/2025/2025096.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025096,2025-04-16,385,513,034,https://www.8200.cn/kjh/3d/2025096.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025097,2025-04-17,171,972,,https://www.8200.cn/kjh/p3/2025097.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025097,2025-04-17,17169,57491,,https://m.ydniu.com/kaijiang/pl5/sjh/2025097.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025097,2025-04-17,542,703,,https://www.3d178.cn/kaijiang/2025/2025097.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025097,2025-04-17,542,429,761,https://www.8200.cn/kjh/3d/2025097.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025098,2025-04-18,192,815,,https://www.8200.cn/kjh/p3/2025098.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025098,2025-04-18,19275,62433,,https://m.ydniu.com/kaijiang/pl5/sjh/2025098.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025098,2025-04-18,714,698,,https://www.3d178.cn/kaijiang/2025/2025098.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025098,2025-04-18,714,651,365,https://www.8200.cn/kjh/3d/2025098.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025099,2025-04-19,174,429,,https://www.8200.cn/kjh/p3/2025099.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025099,2025-04-19,17451,83814,,https://m.ydniu.com/kaijiang/pl5/sjh/2025099.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025099,2025-04-19,707,004,,https://www.3d178.cn/kaijiang/2025/2025099.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025099,2025-04-19,707,738,213,https://www.8200.cn/kjh/3d/2025099.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025100,2025-04-20,997,624,,https://www.8200.cn/kjh/p3/2025100.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025100,2025-04-20,99702,52788,,https://m.ydniu.com/kaijiang/pl5/sjh/2025100.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025100,2025-04-20,953,877,,https://www.3d178.cn/kaijiang/2025/2025100.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025100,2025-04-20,953,599,892,https://www.8200.cn/kjh/3d/2025100.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025101,2025-04-21,911,842,,https://www.8200.cn/kjh/p3/2025101.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025101,2025-04-21,91157,54161,,https://m.ydniu.com/kaijiang/pl5/sjh/2025101.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025101,2025-04-21,016,817,,https://www.3d178.cn/kaijiang/2025/2025101.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025101,2025-04-21,016,657,034,https://www.8200.cn/kjh/3d/2025101.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025102,2025-04-22,233,807,,https://www.8200.cn/kjh/p3/2025102.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025102,2025-04-22,23343,55601,,https://m.ydniu.com/kaijiang/pl5/sjh/2025102.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025102,2025-04-22,161,148,,https://www.3d178.cn/kaijiang/2025/2025102.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025102,2025-04-22,161,204,270,https://www.8200.cn/kjh/3d/2025102.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025103,2025-04-23,471,518,,https://www.8200.cn/kjh/p3/2025103.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025103,2025-04-23,47140,05314,,https://m.ydniu.com/kaijiang/pl5/sjh/2025103.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025103,2025-04-23,370,373,,https://www.3d178.cn/kaijiang/2025/2025103.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025103,2025-04-23,370,492,641,https://www.8200.cn/kjh/3d/2025103.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025104,2025-04-24,144,412,,https://www.8200.cn/kjh/p3/2025104.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025104,2025-04-24,14491,52522,,https://m.ydniu.com/kaijiang/pl5/sjh/2025104.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025104,2025-04-24,877,061,,https://www.3d178.cn/kaijiang/2025/2025104.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025104,2025-04-24,877,817,167,https://www.8200.cn/kjh/3d/2025104.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025105,2025-04-25,084,502,,https://www.8200.cn/kjh/p3/2025105.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025105,2025-04-25,08492,88405,,https://m.ydniu.com/kaijiang/pl5/sjh/2025105.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025105,2025-04-25,015,295,,https://www.3d178.cn/kaijiang/2025/2025105.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025105,2025-04-25,015,968,754,https://www.8200.cn/kjh/3d/2025105.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025106,2025-04-26,076,924,,https://www.8200.cn/kjh/p3/2025106.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025106,2025-04-26,07676,28465,,https://m.ydniu.com/kaijiang/pl5/sjh/2025106.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025106,2025-04-26,752,684,,https://www.3d178.cn/kaijiang/2025/2025106.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025106,2025-04-26,752,473,157,https://www.8200.cn/kjh/3d/2025106.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025107,2025-04-27,726,589,,https://www.8200.cn/kjh/p3/2025107.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025107,2025-04-27,72627,12809,,https://m.ydniu.com/kaijiang/pl5/sjh/2025107.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025107,2025-04-27,027,357,,https://www.3d178.cn/kaijiang/2025/2025107.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025107,2025-04-27,027,895,381,https://www.8200.cn/kjh/3d/2025107.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025108,2025-04-28,877,769,,https://www.8200.cn/kjh/p3/2025108.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025108,2025-04-28,87742,87818,,https://m.ydniu.com/kaijiang/pl5/sjh/2025108.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025108,2025-04-28,407,219,,https://www.3d178.cn/kaijiang/2025/2025108.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025108,2025-04-28,407,431,496,https://www.8200.cn/kjh/3d/2025108.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025109,2025-04-29,619,193,,https://www.8200.cn/kjh/p3/2025109.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025109,2025-04-29,61979,58884,,https://m.ydniu.com/kaijiang/pl5/sjh/2025109.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025109,2025-04-29,841,056,,https://www.3d178.cn/kaijiang/2025/2025109.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025109,2025-04-29,841,287,196,https://www.8200.cn/kjh/3d/2025109.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025110,2025-04-30,116,983,,https://www.8200.cn/kjh/p3/2025110.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025110,2025-04-30,11652,45296,,https://m.ydniu.com/kaijiang/pl5/sjh/2025110.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025110,2025-04-30,914,506,,https://www.3d178.cn/kaijiang/2025/2025110.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025110,2025-04-30,914,589,165,https://www.8200.cn/kjh/3d/2025110.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025111,2025-05-01,588,821,,https://www.8200.cn/kjh/p3/2025111.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025111,2025-05-01,58886,66977,,https://m.ydniu.com/kaijiang/pl5/sjh/2025111.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025111,2025-05-01,270,275,,https://www.3d178.cn/kaijiang/2025/2025111.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025111,2025-05-01,270,917,564,https://www.8200.cn/kjh/3d/2025111.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025112,2025-05-02,483,309,,https://www.8200.cn/kjh/p3/2025112.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025112,2025-05-02,48386,38473,,https://m.ydniu.com/kaijiang/pl5/sjh/2025112.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025112,2025-05-02,954,735,,https://www.3d178.cn/kaijiang/2025/2025112.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025112,2025-05-02,954,085,765,https://www.8200.cn/kjh/3d/2025112.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025113,2025-05-03,029,846,,https://www.8200.cn/kjh/p3/2025113.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025113,2025-05-03,02975,67277,,https://m.ydniu.com/kaijiang/pl5/sjh/2025113.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025113,2025-05-03,635,572,,https://www.3d178.cn/kaijiang/2025/2025113.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025113,2025-05-03,635,374,081,https://www.8200.cn/kjh/3d/2025113.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025114,2025-05-04,192,713,,https://www.8200.cn/kjh/p3/2025114.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025114,2025-05-04,19240,72777,,https://m.ydniu.com/kaijiang/pl5/sjh/2025114.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025114,2025-05-04,375,962,,https://www.3d178.cn/kaijiang/2025/2025114.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025114,2025-05-04,375,971,843,https://www.8200.cn/kjh/3d/2025114.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025115,2025-05-05,847,570,,https://www.8200.cn/kjh/p3/2025115.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025115,2025-05-05,84740,04879,,https://m.ydniu.com/kaijiang/pl5/sjh/2025115.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025115,2025-05-05,206,057,,https://www.3d178.cn/kaijiang/2025/2025115.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025115,2025-05-05,206,892,130,https://www.8200.cn/kjh/3d/2025115.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025116,2025-05-06,360,647,,https://www.8200.cn/kjh/p3/2025116.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025116,2025-05-06,36046,14360,,https://m.ydniu.com/kaijiang/pl5/sjh/2025116.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025116,2025-05-06,320,724,,https://www.3d178.cn/kaijiang/2025/2025116.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025116,2025-05-06,320,431,381,https://www.8200.cn/kjh/3d/2025116.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025117,2025-05-07,170,928,,https://www.8200.cn/kjh/p3/2025117.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025117,2025-05-07,17018,60152,,https://m.ydniu.com/kaijiang/pl5/sjh/2025117.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025117,2025-05-07,849,451,,https://www.3d178.cn/kaijiang/2025/2025117.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025117,2025-05-07,849,365,732,https://www.8200.cn/kjh/3d/2025117.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025118,2025-05-08,255,510,,https://www.8200.cn/kjh/p3/2025118.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025118,2025-05-08,25588,28669,,https://m.ydniu.com/kaijiang/pl5/sjh/2025118.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025118,2025-05-08,621,735,,https://www.3d178.cn/kaijiang/2025/2025118.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025118,2025-05-08,621,760,864,https://www.8200.cn/kjh/3d/2025118.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025119,2025-05-09,703,742,,https://www.8200.cn/kjh/p3/2025119.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025119,2025-05-09,70300,59029,,https://m.ydniu.com/kaijiang/pl5/sjh/2025119.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025119,2025-05-09,315,392,,https://www.3d178.cn/kaijiang/2025/2025119.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025119,2025-05-09,315,513,923,https://www.8200.cn/kjh/3d/2025119.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025120,2025-05-10,401,750,,https://www.8200.cn/kjh/p3/2025120.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025120,2025-05-10,40154,05686,,https://m.ydniu.com/kaijiang/pl5/sjh/2025120.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025120,2025-05-10,912,281,,https://www.3d178.cn/kaijiang/2025/2025120.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025120,2025-05-10,912,712,751,https://www.8200.cn/kjh/3d/2025120.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025121,2025-05-11,424,139,,https://www.8200.cn/kjh/p3/2025121.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025121,2025-05-11,42499,75230,,https://m.ydniu.com/kaijiang/pl5/sjh/2025121.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025121,2025-05-11,120,030,,https://www.3d178.cn/kaijiang/2025/2025121.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025121,2025-05-11,120,476,306,https://www.8200.cn/kjh/3d/2025121.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025122,2025-05-12,030,369,,https://www.8200.cn/kjh/p3/2025122.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025122,2025-05-12,03044,68140,,https://m.ydniu.com/kaijiang/pl5/sjh/2025122.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025122,2025-05-12,488,256,,https://www.3d178.cn/kaijiang/2025/2025122.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025122,2025-05-12,488,154,627,https://www.8200.cn/kjh/3d/2025122.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2025123,2025-05-13,842,904,,https://www.8200.cn/kjh/p3/2025123.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2025123,2025-05-13,84231,45079,,https://m.ydniu.com/kaijiang/pl5/sjh/2025123.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2025123,2025-05-13,725,396,,https://www.3d178.cn/kaijiang/2025/2025123.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2025123,2025-05-13,725,847,514,https://www.8200.cn/kjh/3d/2025123.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
