source,game,period,draw_date,draw,trial,open_no,source_url,source_note,non_official,status_code,parse_ok,error
彩宝网/8200,排列三,2023218,2023-08-16,942,168,,https://www.8200.cn/kjh/p3/2023218.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023218,2023-08-16,94288,42706,,https://m.ydniu.com/kaijiang/pl5/sjh/2023218.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023218,2023-08-16,071,510,,https://www.3d178.cn/kaijiang/2023/2023218.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023218,2023-08-16,071,510,304,https://www.8200.cn/kjh/3d/2023218.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023219,2023-08-17,738,236,,https://www.8200.cn/kjh/p3/2023219.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023219,2023-08-17,73832,29098,,https://m.ydniu.com/kaijiang/pl5/sjh/2023219.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023219,2023-08-17,348,373,,https://www.3d178.cn/kaijiang/2023/2023219.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023219,2023-08-17,348,373,509,https://www.8200.cn/kjh/3d/2023219.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023220,2023-08-18,035,214,,https://www.8200.cn/kjh/p3/2023220.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023220,2023-08-18,03564,88030,,https://m.ydniu.com/kaijiang/pl5/sjh/2023220.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023220,2023-08-18,587,963,,https://www.3d178.cn/kaijiang/2023/2023220.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023220,2023-08-18,587,963,658,https://www.8200.cn/kjh/3d/2023220.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023221,2023-08-19,649,472,,https://www.8200.cn/kjh/p3/2023221.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023221,2023-08-19,64995,39095,,https://m.ydniu.com/kaijiang/pl5/sjh/2023221.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023221,2023-08-19,503,473,,https://www.3d178.cn/kaijiang/2023/2023221.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023221,2023-08-19,503,473,574,https://www.8200.cn/kjh/3d/2023221.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023222,2023-08-20,977,194,,https://www.8200.cn/kjh/p3/2023222.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023222,2023-08-20,97718,38181,,https://m.ydniu.com/kaijiang/pl5/sjh/2023222.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023222,2023-08-20,265,463,,https://www.3d178.cn/kaijiang/2023/2023222.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023222,2023-08-20,265,463,190,https://www.8200.cn/kjh/3d/2023222.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023223,2023-08-21,740,259,,https://www.8200.cn/kjh/p3/2023223.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023223,2023-08-21,74039,83123,,https://m.ydniu.com/kaijiang/pl5/sjh/2023223.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023223,2023-08-21,309,914,,https://www.3d178.cn/kaijiang/2023/2023223.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023223,2023-08-21,309,914,508,https://www.8200.cn/kjh/3d/2023223.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023224,2023-08-22,374,972,,https://www.8200.cn/kjh/p3/2023224.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023224,2023-08-22,37478,97712,,https://m.ydniu.com/kaijiang/pl5/sjh/2023224.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023224,2023-08-22,447,061,,https://www.3d178.cn/kaijiang/2023/2023224.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023224,2023-08-22,447,061,539,https://www.8200.cn/kjh/3d/2023224.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023225,2023-08-23,118,425,,https://www.8200.cn/kjh/p3/2023225.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023225,2023-08-23,11878,91305,,https://m.ydniu.com/kaijiang/pl5/sjh/2023225.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023225,2023-08-23,798,996,,https://www.3d178.cn/kaijiang/2023/2023225.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023225,2023-08-23,798,996,259,https://www.8200.cn/kjh/3d/2023225.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023226,2023-08-24,535,958,,https://www.8200.cn/kjh/p3/2023226.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023226,2023-08-24,53581,88378,,https://m.ydniu.com/kaijiang/pl5/sjh/2023226.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023226,2023-08-24,182,966,,https://www.3d178.cn/kaijiang/2023/2023226.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023226,2023-08-24,182,966,012,https://www.8200.cn/kjh/3d/2023226.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023227,2023-08-25,901,570,,https://www.8200.cn/kjh/p3/2023227.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023227,2023-08-25,90178,71922,,https://m.ydniu.com/kaijiang/pl5/sjh/2023227.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023227,2023-08-25,206,802,,https://www.3d178.cn/kaijiang/2023/2023227.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023227,2023-08-25,206,802,053,https://www.8200.cn/kjh/3d/2023227.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023228,2023-08-26,773,689,,https://www.8200.cn/kjh/p3/2023228.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023228,2023-08-26,77317,52825,,https://m.ydniu.com/kaijiang/pl5/sjh/2023228.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023228,2023-08-26,985,610,,https://www.3d178.cn/kaijiang/2023/2023228.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023228,2023-08-26,985,610,240,https://www.8200.cn/kjh/3d/2023228.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023229,2023-08-27,678,619,,https://www.8200.cn/kjh/p3/2023229.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023229,2023-08-27,67890,56819,,https://m.ydniu.com/kaijiang/pl5/sjh/2023229.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023229,2023-08-27,142,650,,https://www.3d178.cn/kaijiang/2023/2023229.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023229,2023-08-27,142,650,463,https://www.8200.cn/kjh/3d/2023229.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023230,2023-08-28,949,317,,https://www.8200.cn/kjh/p3/2023230.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023230,2023-08-28,94974,68680,,https://m.ydniu.com/kaijiang/pl5/sjh/2023230.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023230,2023-08-28,787,769,,https://www.3d178.cn/kaijiang/2023/2023230.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023230,2023-08-28,787,769,942,https://www.8200.cn/kjh/3d/2023230.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023231,2023-08-29,365,681,,https://www.8200.cn/kjh/p3/2023231.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023231,2023-08-29,36575,67943,,https://m.ydniu.com/kaijiang/pl5/sjh/2023231.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023231,2023-08-29,049,762,,https://www.3d178.cn/kaijiang/2023/2023231.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023231,2023-08-29,049,762,076,https://www.8200.cn/kjh/3d/2023231.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023232,2023-08-30,860,326,,https://www.8200.cn/kjh/p3/2023232.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023232,2023-08-30,86069,94777,,https://m.ydniu.com/kaijiang/pl5/sjh/2023232.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023232,2023-08-30,133,031,,https://www.3d178.cn/kaijiang/2023/2023232.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023232,2023-08-30,133,031,502,https://www.8200.cn/kjh/3d/2023232.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023233,2023-08-31,124,483,,https://www.8200.cn/kjh/p3/2023233.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023233,2023-08-31,12406,71063,,https://m.ydniu.com/kaijiang/pl5/sjh/2023233.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023233,2023-08-31,928,793,,https://www.3d178.cn/kaijiang/2023/2023233.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023233,2023-08-31,928,793,184,https://www.8200.cn/kjh/3d/2023233.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023234,2023-09-01,805,520,,https://www.8200.cn/kjh/p3/2023234.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023234,2023-09-01,80537,46409,,https://m.ydniu.com/kaijiang/pl5/sjh/2023234.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023234,2023-09-01,109,546,,https://www.3d178.cn/kaijiang/2023/2023234.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023234,2023-09-01,109,546,625,https://www.8200.cn/kjh/3d/2023234.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023235,2023-09-02,424,620,,https://www.8200.cn/kjh/p3/2023235.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023235,2023-09-02,42485,60530,,https://m.ydniu.com/kaijiang/pl5/sjh/2023235.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023235,2023-09-02,480,688,,https://www.3d178.cn/kaijiang/2023/2023235.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023235,2023-09-02,480,688,059,https://www.8200.cn/kjh/3d/2023235.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023236,2023-09-03,270,549,,https://www.8200.cn/kjh/p3/2023236.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023236,2023-09-03,27066,25159,,https://m.ydniu.com/kaijiang/pl5/sjh/2023236.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023236,2023-09-03,680,333,,https://www.3d178.cn/kaijiang/2023/2023236.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023236,2023-09-03,680,333,538,https://www.8200.cn/kjh/3d/2023236.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023237,2023-09-04,798,670,,https://www.8200.cn/kjh/p3/2023237.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023237,2023-09-04,79886,95013,,https://m.ydniu.com/kaijiang/pl5/sjh/2023237.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023237,2023-09-04,096,033,,https://www.3d178.cn/kaijiang/2023/2023237.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023237,2023-09-04,096,033,304,https://www.8200.cn/kjh/3d/2023237.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023238,2023-09-05,562,851,,https://www.8200.cn/kjh/p3/2023238.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023238,2023-09-05,56231,81640,,https://m.ydniu.com/kaijiang/pl5/sjh/2023238.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023238,2023-09-05,455,899,,https://www.3d178.cn/kaijiang/2023/2023238.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023238,2023-09-05,455,899,469,https://www.8200.cn/kjh/3d/2023238.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023239,2023-09-06,440,968,,https://www.8200.cn/kjh/p3/2023239.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023239,2023-09-06,44008,43464,,https://m.ydniu.com/kaijiang/pl5/sjh/2023239.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023239,2023-09-06,731,517,,https://www.3d178.cn/kaijiang/2023/2023239.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023239,2023-09-06,731,517,317,https://www.8200.cn/kjh/3d/2023239.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023240,2023-09-07,702,198,,https://www.8200.cn/kjh/p3/2023240.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023240,2023-09-07,70212,66800,,https://m.ydniu.com/kaijiang/pl5/sjh/2023240.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023240,2023-09-07,232,751,,https://www.3d178.cn/kaijiang/2023/2023240.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023240,2023-09-07,232,751,639,https://www.8200.cn/kjh/3d/2023240.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023241,2023-09-08,935,259,,https://www.8200.cn/kjh/p3/2023241.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023241,2023-09-08,93514,61716,,https://m.ydniu.com/kaijiang/pl5/sjh/2023241.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023241,2023-09-08,495,700,,https://www.3d178.cn/kaijiang/2023/2023241.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023241,2023-09-08,495,700,350,https://www.8200.cn/kjh/3d/2023241.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023242,2023-09-09,987,816,,https://www.8200.cn/kjh/p3/2023242.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023242,2023-09-09,98798,21678,,https://m.ydniu.com/kaijiang/pl5/sjh/2023242.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023242,2023-09-09,486,299,,https://www.3d178.cn/kaijiang/2023/2023242.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023242,2023-09-09,486,299,927,https://www.8200.cn/kjh/3d/2023242.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023243,2023-09-10,966,480,,https://www.8200.cn/kjh/p3/2023243.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023243,2023-09-10,96606,49945,,https://m.ydniu.com/kaijiang/pl5/sjh/2023243.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023243,2023-09-10,848,582,,https://www.3d178.cn/kaijiang/2023/2023243.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023243,2023-09-10,848,582,928,https://www.8200.cn/kjh/3d/2023243.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023244,2023-09-11,315,792,,https://www.8200.cn/kjh/p3/2023244.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023244,2023-09-11,31524,76551,,https://m.ydniu.com/kaijiang/pl5/sjh/2023244.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023244,2023-09-11,377,848,,https://www.3d178.cn/kaijiang/2023/2023244.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023244,2023-09-11,377,848,465,https://www.8200.cn/kjh/3d/2023244.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023245,2023-09-12,480,718,,https://www.8200.cn/kjh/p3/2023245.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023245,2023-09-12,48081,32327,,https://m.ydniu.com/kaijiang/pl5/sjh/2023245.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023245,2023-09-12,768,406,,https://www.3d178.cn/kaijiang/2023/2023245.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023245,2023-09-12,768,406,402,https://www.8200.cn/kjh/3d/2023245.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023246,2023-09-13,422,975,,https://www.8200.cn/kjh/p3/2023246.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023246,2023-09-13,42275,79134,,https://m.ydniu.com/kaijiang/pl5/sjh/2023246.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023246,2023-09-13,779,874,,https://www.3d178.cn/kaijiang/2023/2023246.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023246,2023-09-13,779,874,278,https://www.8200.cn/kjh/3d/2023246.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023247,2023-09-14,937,978,,https://www.8200.cn/kjh/p3/2023247.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023247,2023-09-14,93726,71325,,https://m.ydniu.com/kaijiang/pl5/sjh/2023247.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023247,2023-09-14,569,796,,https://www.3d178.cn/kaijiang/2023/2023247.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023247,2023-09-14,569,796,680,https://www.8200.cn/kjh/3d/2023247.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023248,2023-09-15,696,786,,https://www.8200.cn/kjh/p3/2023248.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023248,2023-09-15,69645,59651,,https://m.ydniu.com/kaijiang/pl5/sjh/2023248.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023248,2023-09-15,049,678,,https://www.3d178.cn/kaijiang/2023/2023248.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023248,2023-09-15,049,678,427,https://www.8200.cn/kjh/3d/2023248.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023249,2023-09-16,039,541,,https://www.8200.cn/kjh/p3/2023249.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023249,2023-09-16,03969,60246,,https://m.ydniu.com/kaijiang/pl5/sjh/2023249.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023249,2023-09-16,076,685,,https://www.3d178.cn/kaijiang/2023/2023249.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023249,2023-09-16,076,685,149,https://www.8200.cn/kjh/3d/2023249.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023250,2023-09-17,180,236,,https://www.8200.cn/kjh/p3/2023250.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023250,2023-09-17,18096,24643,,https://m.ydniu.com/kaijiang/pl5/sjh/2023250.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023250,2023-09-17,968,329,,https://www.3d178.cn/kaijiang/2023/2023250.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023250,2023-09-17,968,329,510,https://www.8200.cn/kjh/3d/2023250.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023251,2023-09-18,736,710,,https://www.8200.cn/kjh/p3/2023251.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023251,2023-09-18,73636,23791,,https://m.ydniu.com/kaijiang/pl5/sjh/2023251.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023251,2023-09-18,503,320,,https://www.3d178.cn/kaijiang/2023/2023251.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023251,2023-09-18,503,320,793,https://www.8200.cn/kjh/3d/2023251.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023252,2023-09-19,961,925,,https://www.8200.cn/kjh/p3/2023252.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023252,2023-09-19,96109,15197,,https://m.ydniu.com/kaijiang/pl5/sjh/2023252.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023252,2023-09-19,213,234,,https://www.3d178.cn/kaijiang/2023/2023252.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
彩宝网/8200,福彩3D,2023252,2023-09-19,213,234,680,https://www.8200.cn/kjh/3d/2023252.htm,福彩3D页面口径：同时列出开机号与试机号。,否,200,是,
彩宝网/8200,排列三,2023253,2023-09-20,986,841,,https://www.8200.cn/kjh/p3/2023253.htm,排列三页面所列三位试机号；排列三与排列五共用同一期体彩摇奖流程。,否,200,是,
一定牛/ydniu,排列五,2023253,2023-09-20,98641,22602,,https://m.ydniu.com/kaijiang/pl5/sjh/2023253.html,页面明确标注为排列五五位模拟试机号，属于互联网模拟数据，不是官方试机号。,是,200,是,
3D之家/3d178,福彩3D,2023253,2023-09-20,721,309,,https://www.3d178.cn/kaijiang/2023/2023253.shtml,3D之家页面所列试机号；与彩宝网口径可能不同，原样独立保留。,否,200,是,
